-0.038211,0.031572,-0.0065657,0.65269,-0.3941,-0.64058,-0.091316
0.0068292,-0.048949,-0.0075758,0.29967,0.43885,-0.61901,0.57831
0.027935,0.04057,-0.0085859,0.44037,-0.74793,-0.16267,-0.46928
-0.047821,-0.011003,-0.009596,0.5818,-0.14457,-0.75833,0.25602
0.042513,-0.024086,-0.010606,0.04732,-0.64648,0.43373,-0.62586
-0.015007,0.046259,-0.011616,0.59814,-0.65774,-0.42841,-0.16144
-0.020077,-0.044017,-0.012626,0.34655,0.1376,-0.77931,0.50363
0.044284,0.018788,-0.013636,0.35479,-0.77712,0.18014,-0.48761
-0.045064,0.015961,-0.014646,0.56977,-0.4739,-0.64952,0.16999
0.022297,-0.041925,-0.015657,0.028789,0.41515,-0.69586,0.58533
0.011793,0.045641,-0.016667,0.53438,-0.80903,-0.11019,-0.21855
-0.039217,-0.025487,-0.017677,0.378,-0.21719,-0.79347,0.42468
0.045744,-0.007632,-0.018687,0.27044,-0.64975,0.51448,-0.48989
-0.028316,0.036197,-0.019697,0.54298,-0.73324,-0.39917,0.090594
-0.0035363,-0.045373,-0.020707,0.09357,0.08058,-0.83701,0.53308
0.032911,0.030745,-0.021717,0.4634,-0.80737,0.25558,-0.26094
-0.044534,-0.00043451,-0.022727,0.393,-0.55532,-0.64722,0.34391
0.032737,-0.029408,-0.023737,0.18999,-0.38055,0.76978,-0.47595
-0.0042204,0.043241,-0.024747,0.5021,-0.86318,-0.048891,0.020454
-0.025742,-0.034263,-0.025758,0.14474,-0.29515,-0.81882,0.47061
0.041512,0.0077613,-0.026768,0.38734,-0.64197,0.59628,-0.28686
-0.035294,0.021971,-0.027778,0.39059,-0.80536,-0.3594,0.26394
0.010998,-0.039374,-0.028788,0.11626,-0.015253,0.88749,-0.44565
0.018157,0.035811,-0.029798,0.44789,-0.82778,0.33579,-0.037665
-0.036858,-0.013869,-0.030808,0.17982,-0.63724,-0.63404,0.39948
0.035793,-0.014368,-0.031818,0.30847,-0.33579,0.8399,-0.29439
-0.016317,0.034001,-0.032828,0.36952,-0.90988,0.020212,0.18754
-0.010673,-0.035228,-0.033838,0.052343,0.37733,0.83427,-0.39859
0.030845,0.01828,-0.034848,0.38082,-0.62348,0.67806,-0.080575
-0.034103,0.0071495,-0.035859,0.19578,-0.87326,-0.30983,0.32107
0.019693,-0.027439,-0.036869,0.22902,0.057383,0.93027,-0.28083
0.0038783,0.032406,-0.037879,0.32764,-0.83826,0.41966,0.11776
-0.023832,-0.020487,-0.038889,0.0019874,0.71861,0.61032,-0.33333
0.030119,-0.00095127,-0.039899,0.30035,-0.2816,0.90537,-0.10392
-0.020574,0.020078,-0.040909,0.18775,-0.9486,0.096138,0.23592
0.0015245,-0.027211,-0.041919,0.15088,0.46263,0.83974,-0.24092
0.016231,0.01984,-0.042929,0.25947,-0.59462,0.75877,0.058141
-0.023615,-0.0034123,-0.043939,0.029141,-0.93611,-0.25118,0.24445
0.018097,-0.012331,-0.044949,0.2016,0.13636,0.96483,-0.099313
-0.0045089,0.019167,-0.04596,0.14375,-0.83872,0.50611,0.1405
-0.0083772,-0.014956,-0.04697,0.073343,0.79841,0.57641,-0.15787
0.013361,0.0044067,-0.04798,0.14148,-0.21867,0.96539,0.013599
-0.0091179,0.0041052,-0.04899,0.024208,-0.9789,0.17792,0.097545
2.4189e-18,-5.6252e-18,-0.05,5.114e-17,0.54998,0.83518,0
