0,0,0.05,1,0,0,0
-0.0073733,0.0067546,0.04899,0.33094,-0.09247,0.039374,0.93829
0.00123,-0.014015,0.04798,0.77082,0.10246,0.098505,-0.62099
0.01043,0.013604,0.04697,0.83767,-0.061836,0.16272,0.51769
-0.019389,-0.0034297,0.04596,0.20849,0.20085,-0.0079168,-0.95715
0.018477,-0.011754,0.044949,0.96686,0.096118,0.20314,-0.12111
-0.0061943,0.023043,0.043939,0.43349,-0.16349,0.18405,0.86688
-0.011815,-0.022748,0.042929,0.6697,0.25209,0.084593,-0.69339
0.0256,0.0093492,0.041919,0.87189,0.022375,0.28339,0.39875
-0.026573,0.010969,0.040909,0.085562,0.26725,-0.13959,-0.94962
0.012772,-0.027294,0.039899,0.91886,0.24574,0.20155,-0.23386
0.0094056,0.029986,0.038889,0.52321,-0.093515,0.31995,0.78431
-0.028238,-0.016365,0.037879,0.56239,0.34573,-0.041052,-0.75
0.032986,-0.007252,0.036869,0.8892,0.18029,0.31434,0.27929
-0.02004,0.028505,0.035859,0.032194,-0.22684,0.29993,0.92604
-0.0046078,-0.035558,0.034848,0.85751,0.37763,0.094402,-0.33638
0.028147,0.023722,0.033838,0.59886,0.063089,0.39703,0.69264
-0.037681,0.0015582,0.032828,0.45126,0.35106,-0.22016,-0.79034
0.027339,-0.027206,0.031818,0.88997,0.34996,0.24361,0.16169
-0.0018191,0.039339,0.030808,0.14265,-0.089424,0.42886,0.88754
-0.025725,-0.030827,0.029798,0.78461,0.44078,-0.087964,-0.42705
0.040516,0.0054514,0.028788,0.6595,0.25987,0.38024,0.59409
-0.034126,0.023744,0.027778,0.33871,0.25388,-0.3972,-0.81428
0.009269,-0.041202,0.026768,0.87484,0.47536,0.079728,0.04826
0.021307,0.037183,0.025758,0.24386,0.1153,0.47868,0.83553
-0.041391,-0.013205,0.024747,0.70211,0.40339,-0.29967,-0.50449
0.039948,-0.018457,0.023737,0.70449,0.44234,0.25877,0.49098
-0.017194,0.041083,0.022727,0.22712,0.066031,-0.51804,-0.822
-0.015243,-0.042379,0.021717,0.84482,0.51172,-0.14481,-0.058812
0.040286,0.021173,0.020707,0.33409,0.33961,0.42142,0.77166
-0.044439,0.011714,0.019697,0.61218,0.25904,-0.48573,-0.56764
0.025082,-0.039009,0.018687,0.73356,0.55745,0.048836,0.38568
0.0079219,0.046095,0.017677,0.11884,-0.17623,-0.54053,-0.81403
-0.03727,-0.028864,0.016667,0.80116,0.43492,-0.3797,-0.1575
0.047323,-0.0039206,0.015657,0.41186,0.52755,0.25519,0.69781
-0.032465,0.035093,0.014646,0.51706,0.028522,-0.5939,-0.61572
0.00023467,-0.048104,0.013636,0.74675,0.56551,-0.20936,0.2806
0.032505,0.035833,0.012626,0.016109,-0.41988,-0.44434,-0.7912
-0.048424,-0.004488,0.011616,0.74543,0.2476,-0.56792,-0.24597
0.038922,-0.02954,0.010606,0.47596,0.62762,0.0053929,0.61605
-0.0087828,0.048278,0.009596,0.41912,-0.24399,-0.58695,-0.6483
-0.026235,-0.04169,0.0085859,0.74441,0.44997,-0.46008,0.17809
0.047665,0.013063,0.0075758,0.078963,0.60685,0.23659,0.75467
-0.044099,0.022631,0.0065657,0.67939,-0.020298,-0.65873,-0.32262
0.017273,-0.046592,0.0055556,0.52547,0.60504,-0.27994,0.52862
0.018774,0.046118,0.0045455,0.32078,-0.50019,-0.45206,-0.66525
-0.04507,-0.021359,0.0035354,0.72724,0.2224,-0.64435,0.08048
0.04772,-0.014712,0.0025253,0.16442,0.68732,-0.048329,0.70585
-0.02527,0.043118,0.0015152,0.60506,-0.31705,-0.61994,-0.38607
-0.010497,-0.048883,0.00050505,0.55978,0.4508,-0.54012,0.43784
0.04076,0.028954,-0.00050505,0.22443,-0.68039,-0.20523,-0.66677
-0.049593,0.0061807,-0.0015152,0.69624,-0.078503,-0.71343,-0.010023
0.032367,-0.038026,-0.0025253,0.23851,0.63176,-0.35516,0.64642
0.0018176,0.049842,-0.0035354,0.52461,-0.57976,-0.44635,-0.43524
-0.03495,-0.035466,-0.0045455,0.57856,0.18526,-0.71493,0.34614
0.049626,0.0025374,-0.0055556,0.1325,-0.7371,0.11064,-0.65337
